GeneID	Symbol	Name	Disease	Phenotype	Function
10360	NPM3	.	1	0	1
4879	NPPB	.	0	0	1
4882	NPR2	.	0	0	1
4883	NPR3	.	0	0	1
8131	NPRL3	.	0	0	1
101241892	NPTN-IT1	.	0	0	1
4885	NPTX2	.	0	0	1
23467	NPTXR	.	0	0	1
4852	NPY	.	0	0	1
4886	NPY1R	.	0	0	1
4887	NPY2R	.	0	0	1
4889	NPY5R	.	1	0	1
4888	NPY6R	.	0	0	1
1728	NQO1	.	1	1	1
4835	NQO2	.	1	0	1
190	NR0B1	.	0	0	1
8431	NR0B2	.	0	0	1
9572	NR1D1	.	0	0	1
9975	NR1D2	.	1	0	1
7376	NR1H2	.	0	0	1
10062	NR1H3	.	0	0	1
9971	NR1H4	.	0	0	1
7181	NR2C1	.	0	0	1
126382	NR2C2AP	.	0	1	1
7025	NR2F1	.	1	1	1
7026	NR2F2	.	1	0	1
2908	NR3C1	.	0	0	1
3164	NR4A1	.	0	0	1
4929	NR4A2	.	1	1	1
8013	NR4A3	.	0	0	1
2516	NR5A1	.	0	1	1
2494	NR5A2	.	0	0	1
4893	NRAS	.	0	0	1
29982	NRBF2	.	0	0	1
29959	NRBP1	.	0	0	1
340371	NRBP2	.	0	0	1
4897	NRCAM	.	0	0	1
4898	NRDC	.	0	0	1
9315	NREP	.	1	0	1
4899	NRF1	.	1	0	1
3084	NRG1	.	0	0	1
8204	NRIP1	.	0	0	1
56675	NRIP3	.	0	0	1
203447	NRK	.	0	0	1
51299	NRN1	.	0	0	1
8829	NRP1	.	0	0	1
8828	NRP2	.	0	0	1
9378	NRXN1	.	0	0	1
10412	NSA2	.	0	0	1
54904	NSD3	.	0	0	1
50814	NSDHL	.	0	0	1
4905	NSF	.	0	0	1
55968	NSFL1C	.	0	0	1
27065	NSG1	.	0	0	1
25936	NSL1	.	0	0	1
8439	NSMAF	.	0	0	1
197370	NSMCE1	.	0	1	1
54780	NSMCE4A	.	0	0	1
26012	NSMF	.	0	0	1
54888	NSUN2	.	0	0	1
55695	NSUN5	.	0	0	1
155400	NSUN5P1	.	0	0	1
79730	NSUN7	.	0	0	1
123803	NTAN1	.	0	0	1
4913	NTHL1	.	0	0	1
59277	NTN4	.	0	0	1
84284	NTPCR	.	0	0	1
4914	NTRK1	.	0	0	1
4915	NTRK2	.	0	0	1
4922	NTS	.	0	0	1
9891	NUAK1	.	0	0	1
51667	NUB1	.	0	0	1
4682	NUBP1	.	0	0	1
80224	NUBPL	.	1	0	1
4924	NUCB1	.	0	0	1
4925	NUCB2	.	0	0	1
64710	NUCKS1	.	0	0	1
10726	NUDC	.	0	0	1
84955	NUDCD1	.	0	0	1
134492	NUDCD2	.	0	0	1
4521	NUDT1	.	0	0	1
170685	NUDT10	.	0	0	1
55190	NUDT11	.	0	0	1
83594	NUDT12	.	0	0	1
55270	NUDT15	.	0	0	1
131870	NUDT16	.	0	0	1
390916	NUDT19	.	0	0	1
11051	NUDT21	.	0	0	1
11165	NUDT3	.	0	0	1
11164	NUDT5	.	0	0	1
283927	NUDT7	.	0	0	1
254552	NUDT8	.	0	0	1
53343	NUDT9	.	0	0	1
83540	NUF2	.	0	0	1
26747	NUFIP1	.	0	0	1
57532	NUFIP2	.	0	0	1
4926	NUMA1	.	0	0	1
8650	NUMB	.	0	1	1
9253	NUMBL	.	0	0	1
57122	NUP107	.	0	0	1
55746	NUP133	.	0	0	1
9972	NUP153	.	0	0	1
9631	NUP155	.	0	0	1
23279	NUP160	.	0	0	1
23511	NUP188	.	0	0	1
23165	NUP205	.	0	0	1
23225	NUP210	.	0	0	1
129401	NUP35	.	0	0	1
79023	NUP37	.	0	0	1
348995	NUP43	.	0	0	1
10762	NUP50	.	1	0	1
9818	NUP58	.	0	0	1
23636	NUP62	.	0	0	1
54830	NUP62CL	.	0	0	1
79902	NUP85	.	0	0	1
4927	NUP88	.	0	0	1
9688	NUP93	.	0	0	1
11097	NUPL2	.	0	0	1
26471	NUPR1	.	0	0	1
11049	NUS1P3	.	0	0	1
51203	NUSAP1	.	0	0	1
10204	NUTF2	.	0	0	1
728190	NUTM2A-AS1	.	0	0	1
10482	NXF1	.	0	0	1
30010	NXPH1	.	0	0	1
11248	NXPH3	.	0	0	1
29107	NXT1	.	0	0	1
55916	NXT2	.	0	0	1
57523	NYNRIN	.	0	0	1
220323	OAF	.	0	0	1
4942	OAT	.	0	0	1
4946	OAZ1	.	0	0	1
4947	OAZ2	.	0	0	1
51686	OAZ3	.	0	0	1
79991	OBFC1	.	0	1	1
23363	OBSL1	.	0	0	1
4948	OCA2	.	0	0	1
79629	OCEL1	.	0	0	1
54940	OCIAD1	.	0	0	1
132299	OCIAD2	.	0	0	1
10896	OCLM	.	0	0	1
100506658	OCLN	.	0	0	1
4952	OCRL	.	0	0	1
4953	ODC1	.	1	0	1
4957	ODF2	.	0	1	1
440836	ODF3B	.	0	0	1
8481	OFD1	.	0	0	1
4967	OGDH	.	0	0	1
55239	OGFOD1	.	0	0	1
79701	OGFOD3	.	0	0	1
79627	OGFRL1	.	0	0	1
388906	OGFRP1	.	0	0	1
4969	OGN	.	0	0	1
8473	OGT	.	0	0	1
11339	OIP5	.	0	0	1
729082	OIP5-AS1	.	0	0	1
10439	OLFM1	.	0	0	1
10562	OLFM4	.	0	0	1
169611	OLFML2A	.	0	0	1
25903	OLFML2B	.	0	0	1
56944	OLFML3	.	0	0	1
4973	OLR1	.	0	0	1
115209	OMA1	.	0	0	1
4958	OMD	.	0	0	1
4976	OPA1	.	0	0	1
26873	OPLAH	.	0	0	1
611	OPN1SW	.	0	0	1
23596	OPN3	.	0	0	1
4987	OPRL1	.	0	0	1
10133	OPTN	.	0	0	1
127066	OR14C36	.	0	0	1
401428	OR2A20P	.	0	0	1
393046	OR2A5	.	0	0	1
441295	OR2A9P	.	0	0	1
442189	OR2H4P	.	0	0	1
8392	OR3A3	.	0	0	1
729759	OR4F29	.	0	0	1
81285	OR51E2	.	0	0	1
390079	OR52E8	.	0	0	1
390035	OR52K3P	.	0	0	1
219981	OR5A2	.	0	0	1
26338	OR5L2	.	0	0	1
150681	OR6B3	.	0	0	1
389616	OR7E125P	.	0	0	1
219453	OR8K5	.	0	0	1
80228	ORAI2	.	0	0	1
93129	ORAI3	.	0	0	1
4998	ORC1	.	0	0	1
23595	ORC3	.	0	0	1
5001	ORC5	.	0	0	1
23594	ORC6	.	0	0	1
5004	ORM1	.	0	0	1
5005	ORM2	.	0	0	1
94101	ORMDL1	.	0	0	1
29095	ORMDL2	.	0	0	1
10956	OS9	.	0	0	1
5007	OSBP	.	0	0	1
114884	OSBPL10	.	0	0	1
114885	OSBPL11	.	0	0	1
114876	OSBPL1A	.	0	0	1
114879	OSBPL5	.	0	0	1
114880	OSBPL6	.	0	0	1
114881	OSBPL7	.	0	0	1
114882	OSBPL8	.	0	0	1
114883	OSBPL9	.	0	0	1
51526	OSER1	.	0	0	1
55644	OSGEP	.	0	0	1
29948	OSGIN1	.	0	0	1
9180	OSMR	.	0	0	1
130497	OSR1	.	0	0	1
116039	OSR2	.	0	0	1
58505	OSTC	.	0	0	1
26578	OSTF1	.	0	0	1
28962	OSTM1	.	0	0	1
55611	OTUB1	.	0	0	1
78990	OTUB2	.	0	0	1
220213	OTUD1	.	0	0	1
54726	OTUD4	.	0	0	1
56957	OTUD7B	.	0	1	1
54491	OTULINL	.	0	0	1
5015	OTX2	.	0	0	1
408186	OVOS1	.	0	0	1
144203	OVOS2	.	0	0	1
5019	OXCT1	.	0	0	1
55074	OXR1	.	0	0	1
5020	OXT	.	0	0	1
5021	OXTR	.	0	0	1
5025	P2RX4	.	0	0	1
5026	P2RX5	.	0	0	1
9934	P2RY14	.	0	0	1
286530	P2RY8	.	0	0	1
55214	P3H2	.	0	0	1
10609	P3H4	.	0	0	1
5033	P4HA1	.	0	0	1
8974	P4HA2	.	0	0	1
5034	P4HB	.	0	0	1
5036	PA2G4	.	0	0	1
647033	PA2G4P4	.	0	0	1
80227	PAAF1	.	0	0	1
80336	PABPC1L	.	0	0	1
5042	PABPC3	.	0	0	1
8106	PABPN1	.	0	0	1
135138	PACRG	.	0	0	1
133015	PACRGL	.	0	0	1
55690	PACS1	.	0	0	1
23241	PACS2	.	0	0	1
29993	PACSIN1	.	0	0	1
11252	PACSIN2	.	1	0	1
23569	PADI4	.	1	0	1
5047	PAEP	.	0	0	1
5048	PAFAH1B1	.	0	0	1
5049	PAFAH1B2	.	0	0	1
5050	PAFAH1B3	.	0	0	1
55824	PAG1	.	0	0	1
9506	PAGE4	.	0	0	1
79447	PAGR1	.	0	0	1
10606	PAICS	.	0	0	1
10605	PAIP1	.	0	0	1
51247	PAIP2	.	0	0	1
55003	PAK1IP1	.	0	0	1
5062	PAK2	.	0	0	1
5063	PAK3	.	0	0	1
57144	PAK7	.	0	0	1
23022	PALLD	.	0	0	1
114299	PALM2	.	0	0	1
445815	PALM2-AKAP2	.	0	0	1
5066	PAM	.	0	0	1
51025	PAM16	.	0	0	1
25891	PAMR1	.	0	0	1
9924	PAN2	.	0	0	1
255967	PAN3	.	0	0	1
80025	PANK2	.	0	1	1
79646	PANK3	.	0	0	1
24145	PANX1	.	0	0	1
56666	PANX2	.	0	0	1
167153	PAPD4	.	0	0	1
64282	PAPD5	.	0	0	1
89932	PAPLN	.	0	0	1
10914	PAPOLA	.	1	0	1
64895	PAPOLG	.	0	0	1
5069	PAPPA	.	0	0	1
54852	PAQR5	.	0	0	1
85315	PAQR8	.	0	0	1
56288	PARD3	.	0	0	1
50855	PARD6A	.	0	0	1
84612	PARD6B	.	0	0	1
84552	PARD6G	.	0	0	1
5071	PARK2	.	0	0	1
55486	PARL	.	0	0	1
25849	PARM1	.	0	0	1
5073	PARN	.	0	0	1
142	PARP1	.	0	0	1
57097	PARP11	.	0	0	1
10038	PARP2	.	0	0	1
143	PARP4	.	0	0	1
56965	PARP6	.	0	0	1
79668	PARP8	.	0	0	1
55010	PARPBP	.	0	0	1
25973	PARS2	.	0	0	1
55742	PARVA	.	0	0	1
23178	PASK	.	0	0	1
219988	PATL1	.	0	0	1
23598	PATZ1	.	0	1	1
5074	PAWR	.	1	0	1
5078	PAX4	.	0	0	1
5080	PAX6	.	0	0	1
7849	PAX8	.	0	0	1
654433	PAX8-AS1	.	0	0	1
94104	PAXBP1	.	1	0	1
202781	PAXIP1-AS1	.	0	0	1
55872	PBK	.	0	0	1
64081	PBLD	.	0	0	1
55193	PBRM1	.	0	0	1
5087	PBX1	.	0	0	1
5089	PBX2	.	0	0	1
57326	PBXIP1	.	0	0	1
5091	PC	.	0	0	1
101928099	PCAT7	.	0	0	1
5092	PCBD1	.	0	0	1
5093	PCBP1	.	0	0	1
400960	PCBP1-AS1	.	0	0	1
57060	PCBP4	.	0	0	1
5095	PCCA	.	0	0	1
5097	PCDH1	.	0	0	1
57575	PCDH10	.	0	0	1
83259	PCDH11Y	.	0	0	1
27253	PCDH17	.	0	0	1
54510	PCDH18	.	0	0	1
57526	PCDH19	.	0	0	1
64881	PCDH20	.	0	0	1
5099	PCDH7	.	0	0	1
5101	PCDH9	.	0	0	1
56147	PCDHA1	.	0	0	1
56139	PCDHA10	.	0	0	1
56138	PCDHA11	.	0	0	1
56137	PCDHA12	.	0	0	1
56136	PCDHA13	.	0	0	1
56146	PCDHA2	.	0	0	1
56145	PCDHA3	.	0	0	1
56144	PCDHA4	.	0	0	1
56143	PCDHA5	.	0	0	1
56142	PCDHA6	.	0	0	1
56141	PCDHA7	.	0	0	1
56140	PCDHA8	.	0	0	1
9752	PCDHA9	.	0	0	1
56117	PCDHA@	.	0	0	1
56135	PCDHAC1	.	0	0	1
56134	PCDHAC2	.	0	0	1
56126	PCDHB10	.	0	0	1
56122	PCDHB14	.	0	0	1
56121	PCDHB15	.	0	0	1
56133	PCDHB2	.	0	0	1
56132	PCDHB3	.	0	0	1
56128	PCDHB8	.	0	0	1
56127	PCDHB9	.	0	0	1
5098	PCDHGC3	.	0	0	1
64773	PCED1A	.	0	0	1
91523	PCED1B	.	0	0	1
10336	PCGF3	.	0	0	1
84333	PCGF5	.	0	0	1
84108	PCGF6	.	0	0	1
63935	PCIF1	.	0	0	1
5105	PCK1	.	0	0	1
5106	PCK2	.	0	0	1
9768	PCLAF	.	0	0	1
27445	PCLO	.	0	0	1
5108	PCM1	.	0	0	1
5110	PCMT1	.	1	0	1
115294	PCMTD1	.	0	0	1
55251	PCMTD2	.	0	0	1
5111	PCNA	.	0	0	1
100507361	PCNPP5	.	0	0	1
5116	PCNT	.	0	0	1
22990	PCNX1	.	1	0	1
5118	PCOLCE	.	0	0	1
26577	PCOLCE2	.	1	1	1
5120	PCOS1	.	0	0	1
126006	PCP2	.	0	0	1
5122	PCSK1	.	1	0	1
5125	PCSK5	.	0	0	1
5046	PCSK6	.	0	0	1
255738	PCSK9	.	0	0	1
58488	PCTP	.	0	0	1
51449	PCYOX1	.	0	0	1
5130	PCYT1A	.	0	0	1
9468	PCYT1B	.	0	0	1
5833	PCYT2	.	0	0	1
11333	PDAP1	.	0	0	1
5132	PDC	.	0	0	1
11235	PDCD10	.	0	0	1
22984	PDCD11	.	1	0	1
5134	PDCD2	.	0	0	1
84306	PDCD2L	.	0	0	1
27250	PDCD4	.	0	0	1
9141	PDCD5	.	0	0	1
10016	PDCD6	.	0	0	1
10015	PDCD6IP	.	0	0	1
10081	PDCD7	.	0	0	1
5082	PDCL	.	0	0	1
79031	PDCL3	.	0	0	1
347862	PDDC1	.	0	0	1
10846	PDE10A	.	1	0	1
5136	PDE1A	.	0	0	1
5139	PDE3A	.	0	0	1
5140	PDE3B	.	0	0	1
5143	PDE4C	.	0	0	1
5144	PDE4D	.	0	0	1
9659	PDE4DIP	.	0	0	1
8654	PDE5A	.	0	0	1
5147	PDE6D	.	1	0	1
5150	PDE7A	.	0	0	1
27115	PDE7B	.	0	0	1
5151	PDE8A	.	0	0	1
8622	PDE8B	.	0	1	1
5152	PDE9A	.	0	0	1
5154	PDGFA	.	0	0	1
5155	PDGFB	.	1	0	1
56034	PDGFC	.	0	0	1
80310	PDGFD	.	0	0	1
5156	PDGFRA	.	0	0	1
5159	PDGFRB	.	0	0	1
5160	PDHA1	.	0	0	1
5162	PDHB	.	0	0	1
2923	PDIA3	.	0	0	1
9601	PDIA4	.	1	0	1
10954	PDIA5	.	0	0	1
10130	PDIA6	.	0	0	1
5163	PDK1	.	0	0	1
5165	PDK3	.	0	0	1
5166	PDK4	.	1	0	1
9124	PDLIM1	.	0	0	1
64236	PDLIM2	.	0	0	1
8572	PDLIM4	.	0	0	1
10611	PDLIM5	.	0	0	1
9260	PDLIM7	.	0	1	1
54704	PDP1	.	0	0	1
57546	PDP2	.	0	0	1
10630	PDPN	.	0	0	1
55066	PDPR	.	0	0	1
23244	PDS5A	.	0	0	1
23047	PDS5B	.	0	0	1
23590	PDSS1	.	0	0	1
57107	PDSS2	.	0	0	1
23042	PDXDC1	.	0	0	1
8566	PDXK	.	0	0	1
51248	PDZD11	.	0	0	1
23037	PDZD2	.	0	0	1
118987	PDZD8	.	1	0	1
23024	PDZRN3	.	0	0	1
29951	PDZRN4	.	0	0	1
8682	PEA15	.	0	0	1
79834	PEAK1	.	0	0	1
375033	PEAR1	.	0	0	1
5037	PEBP1	.	0	0	1
5175	PECAM1	.	0	0	1
23089	PEG10	.	0	0	1
5178	PEG3	.	0	0	1
57162	PELI1	.	0	0	1
57161	PELI2	.	0	0	1
53918	PELO	.	0	1	1
10400	PEMT	.	0	1	1
5179	PENK	.	0	0	1
56652	PEO1	.	0	0	1
5184	PEPD	.	0	0	1
5187	PER1	.	0	0	1
64065	PERP	.	0	0	1
100131801	PET100	.	0	0	1
8799	PEX11B	.	0	0	1
5193	PEX12	.	0	0	1
5194	PEX13	.	0	0	1
5195	PEX14	.	0	1	1
8504	PEX3	.	0	0	1
5830	PEX5	.	1	0	1
5190	PEX6	.	0	0	1
5191	PEX7	.	0	0	1
5196	PF4	.	0	0	1
5198	PFAS	.	0	0	1
5201	PFDN1	.	0	0	1
5202	PFDN2	.	0	0	1
5203	PFDN4	.	0	0	1
5204	PFDN5	.	0	0	1
10471	PFDN6	.	0	0	1
5207	PFKFB1	.	0	0	1
5208	PFKFB2	.	0	0	1
5209	PFKFB3	.	0	0	1
5210	PFKFB4	.	0	0	1
5211	PFKL	.	0	0	1
5213	PFKM	.	0	0	1
5216	PFN1	.	0	0	1
5223	PGAM1	.	0	0	1
441531	PGAM4	.	0	0	1
80055	PGAP1	.	0	0	1
93210	PGAP3	.	0	0	1
161779	PGBD4	.	0	0	1
5226	PGD	.	0	0	1
5228	PGF	.	0	0	1
5229	PGGT1B	.	0	0	1
5230	PGK1	.	0	0	1
25796	PGLS	.	0	0	1
114770	PGLYRP2	.	0	0	1
5236	PGM1	.	0	0	1
55276	PGM2	.	0	0	1
5238	PGM3	.	0	0	1
5239	PGM5	.	1	0	1
572558	PGM5-AS1	.	0	0	1
54858	PGPEP1	.	0	0	1
5241	PGR	.	0	0	1
10857	PGRMC1	.	0	0	1
10424	PGRMC2	.	0	0	1
9489	PGS1	.	0	0	1
9749	PHACTR2	.	1	0	1
65979	PHACTR4	.	0	0	1
51808	PHAX	.	0	0	1
5245	PHB	.	0	0	1
11331	PHB2	.	0	0	1
494150	PHBP19	.	0	0	1
80012	PHC3	.	0	0	1
5252	PHF1	.	0	0	1
55274	PHF10	.	0	0	1
51131	PHF11	.	0	0	1
57649	PHF12	.	0	0	1
26147	PHF19	.	0	0	1
51230	PHF20	.	0	0	1
51105	PHF20L1	.	0	0	1
23469	PHF3	.	0	0	1
23133	PHF8	.	0	0	1
26227	PHGDH	.	0	1	1
55023	PHIP	.	0	0	1
5255	PHKA1	.	0	0	1
5256	PHKA2	.	0	1	1
22822	PHLDA1	.	0	0	1
7262	PHLDA2	.	0	0	1
23187	PHLDB1	.	0	0	1
90102	PHLDB2	.	0	0	1
653583	PHLDB3	.	0	0	1
23035	PHLPP2	.	0	0	1
29085	PHPT1	.	0	0	1
57661	PHRF1	.	0	0	1
10745	PHTF1	.	0	0	1
57157	PHTF2	.	0	0	1
5264	PHYH	.	0	0	1
85007	PHYKPL	.	0	0	1
51050	PI15	.	0	1	1
221476	PI16	.	0	0	1
5266	PI3	.	0	0	1
5297	PI4KA	.	0	0	1
5298	PI4KB	.	0	0	1
196500	PIANP	.	0	0	1
10401	PIAS3	.	0	0	1
10464	PIBF1	.	0	0	1
8301	PICALM	.	0	0	1
55022	PID1	.	0	0	1
55367	PIDD1	.	0	0	1
9780	PIEZO1	.	0	0	1
128344	PIFO	.	0	0	1
5277	PIGA	.	0	0	1
9488	PIGB	.	0	0	1
5279	PIGC	.	0	0	1
5281	PIGF	.	0	0	1
54872	PIGG	.	0	0	1
5283	PIGH	.	0	0	1
10026	PIGK	.	0	0	1
93183	PIGM	.	0	0	1
23556	PIGN	.	0	0	1
51227	PIGP	.	0	0	1
51604	PIGT	.	0	0	1
128869	PIGU	.	0	0	1
284098	PIGW	.	0	0	1
54965	PIGX	.	0	0	1
84992	PIGY	.	0	0	1
120379	PIH1D2	.	1	1	1
5286	PIK3C2A	.	1	0	1
5289	PIK3C3	.	1	0	1
5290	PIK3CA	.	1	0	1
5291	PIK3CB	.	1	1	1
5293	PIK3CD	.	0	0	1
5294	PIK3CG	.	0	0	1
5295	PIK3R1	.	0	0	1
30849	PIK3R4	.	0	0	1
200576	PIKFYVE	.	0	0	1
29992	PILRA	.	0	0	1
29990	PILRB	.	0	0	1
5300	PIN1	.	0	0	1
5303	PIN4	.	0	0	1
65018	PINK1	.	0	0	1
5305	PIP4K2A	.	0	0	1
8396	PIP4K2B	.	0	0	1
8394	PIP5K1A	.	0	0	1
8395	PIP5K1B	.	0	0	1
23396	PIP5K1C	.	0	0	1
51268	PIPOX	.	0	0	1
100313801	PIRC104	.	0	0	1
57095	PITHD1	.	0	0	1
5306	PITPNA	.	0	0	1
23760	PITPNB	.	0	0	1
26207	PITPNC1	.	0	0	1
10531	PITRM1	.	1	0	1
5308	PITX2	.	0	0	1
143689	PIWIL4	.	0	0	1
5310	PKD1	.	0	0	1
339044	PKD1P1	.	0	0	1
353511	PKD1P6	.	0	0	1
5311	PKD2	.	0	0	1
93035	PKHD1L1	.	0	0	1
5569	PKIA	.	0	0	1
11142	PKIG	.	0	0	1
5315	PKM	.	0	0	1
9088	PKMYT1	.	0	0	1
5585	PKN1	.	0	0	1
5586	PKN2	.	0	0	1
29941	PKN3	.	0	0	1
5316	PKNOX1	.	0	0	1
5318	PKP2	.	0	0	1
11187	PKP3	.	0	0	1
8502	PKP4	.	0	0	1
51365	PLA1A	.	0	0	1
8399	PLA2G10	.	0	0	1
81579	PLA2G12A	.	0	0	1
11145	PLA2G16	.	0	0	1
5320	PLA2G2A	.	0	0	1
5321	PLA2G4A	.	1	0	1
8605	PLA2G4C	.	0	1	1
5322	PLA2G5	.	0	0	1
7941	PLA2G7	.	0	0	1
9373	PLAA	.	0	0	1
54979	PLAAT2	.	0	0	1
5920	PLAAT4	.	0	0	1
51316	PLAC8	.	0	0	1
153770	PLAC8L1	.	0	1	1
219348	PLAC9	.	1	0	1
5324	PLAG1	.	0	0	1
5325	PLAGL1	.	1	0	1
5327	PLAT	.	0	0	1
5328	PLAU	.	0	0	1
5329	PLAUR	.	0	0	1
79887	PLBD1	.	0	0	1
23236	PLCB1	.	0	0	1
5330	PLCB2	.	0	0	1
5331	PLCB3	.	0	0	1
5333	PLCD1	.	0	0	1
51196	PLCE1	.	0	0	1
5336	PLCG2	.	0	0	1
5334	PLCL1	.	0	0	1
23228	PLCL2	.	0	0	1
55344	PLCXD1	.	0	0	1
257068	PLCXD2	.	0	0	1
345557	PLCXD3	.	0	0	1
89869	PLCZ1	.	0	0	1
5337	PLD1	.	0	0	1
23646	PLD3	.	0	0	1
26499	PLEK2	.	0	0	1
59339	PLEKHA2	.	0	0	1
57664	PLEKHA4	.	0	0	1
54477	PLEKHA5	.	0	0	1
144100	PLEKHA7	.	0	0	1
51054	PLEKHA8P1	.	0	0	1
58473	PLEKHB1	.	0	0	1
55041	PLEKHB2	.	0	0	1
79666	PLEKHF2	.	1	0	1
57480	PLEKHG1	.	0	0	1
64857	PLEKHG2	.	0	0	1
57449	PLEKHG5	.	0	0	1
57475	PLEKHH1	.	0	0	1
130271	PLEKHH2	.	0	0	1
23207	PLEKHM2	.	0	0	1
389072	PLEKHM3	.	1	0	1
51177	PLEKHO1	.	0	0	1
79949	PLEKHS1	.	1	1	1
5340	PLG	.	0	0	1
55848	PLGRKT	.	0	0	1
5346	PLIN1	.	0	0	1
123	PLIN2	.	0	0	1
729359	PLIN4	.	0	0	1
440503	PLIN5	.	0	0	1
5347	PLK1	.	0	0	1
10769	PLK2	.	0	0	1
10733	PLK4	.	0	0	1
5350	PLN	.	0	0	1
5351	PLOD1	.	0	0	1
5352	PLOD2	.	0	0	1
5354	PLP1	.	0	0	1
5355	PLP2	.	0	0	1
8611	PLPP1	.	0	0	1
8613	PLPP3	.	0	0	1
84513	PLPP5	.	0	0	1
403313	PLPP6	.	0	0	1
64748	PLPPR2	.	0	0	1
9890	PLPPR4	.	0	0	1
5356	PLRG1	.	0	0	1
5357	PLS1	.	0	0	1
5358	PLS3	.	0	0	1
5359	PLSCR1	.	0	0	1
57088	PLSCR4	.	1	0	1
84898	PLXDC2	.	0	0	1
5361	PLXNA1	.	0	0	1
5362	PLXNA2	.	0	0	1
55558	PLXNA3	.	0	0	1
23654	PLXNB2	.	0	0	1
10154	PLXNC1	.	0	0	1
23129	PLXND1	.	0	0	1
135293	PM20D2	.	1	0	1
5366	PMAIP1	.	0	0	1
5367	PMCH	.	0	0	1
6490	PMEL	.	0	1	1
56937	PMEPA1	.	0	0	1
5372	PMM1	.	0	0	1
5373	PMM2	.	0	0	1
5375	PMP2	.	0	0	1
5376	PMP22	.	0	0	1
23203	PMPCA	.	0	0	1
9512	PMPCB	.	0	0	1
5378	PMS1	.	0	0	1
392713	PMS2P12	.	0	0	1
5387	PMS2P3	.	0	0	1
5383	PMS2P5	.	0	0	1
139728	PNCK	.	0	0	1
25957	PNISR	.	0	0	1
25953	PNKD	.	0	0	1
10687	PNMA2	.	0	0	1
29944	PNMA3	.	1	0	1
84968	PNMA6A	.	0	0	1
5409	PNMT	.	0	0	1
5411	PNN	.	1	0	1
56902	PNO1	.	1	0	1
4860	PNP	.	0	0	1
57104	PNPLA2	.	0	0	1
80339	PNPLA3	.	0	0	1
8228	PNPLA4	.	0	0	1
150379	PNPLA5	.	0	0	1
10908	PNPLA6	.	0	0	1
50640	PNPLA8	.	0	0	1
87178	PNPT1	.	0	0	1
10957	PNRC1	.	0	0	1
55629	PNRC2	.	0	0	1
25886	POC1A	.	0	0	1
282809	POC1B	.	0	0	1
100528030	POC1B-GALNT4	.	0	1	1
127435	PODN	.	0	0	1
79070	POGLUT2	.	0	0	1
5422	POLA1	.	0	1	1
23649	POLA2	.	1	0	1
5423	POLB	.	0	0	1
5424	POLD1	.	0	0	1
10714	POLD3	.	0	0	1
57804	POLD4	.	0	0	1
26073	POLDIP2	.	0	0	1
84271	POLDIP3	.	0	0	1
5426	POLE	.	0	0	1
5427	POLE2	.	0	1	1
54107	POLE3	.	0	0	1
56655	POLE4	.	0	0	1
5428	POLG	.	0	0	1
5429	POLH	.	0	0	1
11201	POLI	.	0	0	1
51426	POLK	.	0	0	1
10721	POLQ	.	0	0	1
25885	POLR1A	.	0	0	1
84172	POLR1B	.	0	0	1
9533	POLR1C	.	0	0	1
51082	POLR1D	.	0	0	1
64425	POLR1E	.	0	0	1
5430	POLR2A	.	0	0	1
5431	POLR2B	.	0	0	1
5433	POLR2D	.	0	0	1
5434	POLR2E	.	0	0	1
5436	POLR2G	.	0	0	1
5438	POLR2I	.	0	0	1
5439	POLR2J	.	0	0	1
246721	POLR2J2	.	0	0	1
548644	POLR2J3	.	0	0	1
84820	POLR2J4	.	0	0	1
5440	POLR2K	.	0	0	1
5441	POLR2L	.	0	0	1
55703	POLR3B	.	0	0	1
10623	POLR3C	.	0	0	1
55718	POLR3E	.	0	0	1
10621	POLR3F	.	0	0	1
10622	POLR3G	.	0	0	1
84265	POLR3GL	.	0	0	1
51728	POLR3K	.	1	1	1
5442	POLRMT	.	0	0	1
100101267	POM121C	.	0	0	1
5443	POMC	.	0	0	1
84892	POMGNT2	.	0	0	1
84197	POMK	.	1	0	1
51371	POMP	.	0	0	1
10585	POMT1	.	0	0	1
5444	PON1	.	0	0	1
10775	POP4	.	0	0	1
51367	POP5	.	0	0	1
10248	POP7	.	1	1	1
64091	POPDC2	.	1	0	1
64208	POPDC3	.	0	0	1
5447	POR	.	0	0	1
10631	POSTN	.	0	0	1
25913	POT1	.	0	0	1
445582	POTEE	.	0	0	1
728378	POTEF	.	0	0	1
653781	POTEJ	.	0	0	1
440915	POTEKP	.	0	0	1
641455	POTEM	.	0	0	1
5451	POU2F1	.	0	0	1
5453	POU3F1	.	0	0	1
5460	POU5F1	.	0	0	1
5463	POU6F1	.	0	0	1
100130449	PP14571	.	0	0	1
151649	PP2D1	.	0	0	1
25845	PP7080	.	1	0	1
5464	PPA1	.	1	0	1
27068	PPA2	.	1	1	1
5465	PPARA	.	1	0	1
5467	PPARD	.	1	0	1
5468	PPARG	.	0	0	1
10891	PPARGC1A	.	0	0	1
133522	PPARGC1B	.	0	0	1
5471	PPAT	.	0	0	1
5473	PPBP	.	0	0	1
10895	PPBPP2	.	0	0	1
79144	PPDPF	.	0	0	1
5478	PPIA	.	0	0	1
5479	PPIB	.	0	0	1
5480	PPIC	.	0	0	1
5481	PPID	.	0	0	1
10450	PPIE	.	0	0	1
10105	PPIF	.	0	0	1
9360	PPIG	.	0	0	1
