GeneID	Symbol	Name	Disease	Phenotype	Function
2048	EPHB2	.	0	0	1
2050	EPHB4	.	1	0	1
2052	EPHX1	.	0	0	1
7957	EPM2A	.	0	0	1
9852	EPM2AIP1	.	0	0	1
2057	EPOR	.	0	0	1
83481	EPPK1	.	0	0	1
2058	EPRS	.	0	0	1
2060	EPS15	.	0	0	1
58513	EPS15L1	.	0	0	1
2059	EPS8	.	0	0	1
94240	EPSTI1	.	0	0	1
85465	EPT1	.	0	0	1
1833	EPYC	.	0	0	1
51752	ERAP1	.	0	0	1
64167	ERAP2	.	0	0	1
2064	ERBB2	.	1	0	1
2065	ERBB3	.	1	0	1
2066	ERBB4	.	0	0	1
23085	ERC1	.	0	0	1
2067	ERCC1	.	1	1	1
2068	ERCC2	.	0	0	1
2072	ERCC4	.	0	1	1
2074	ERCC6	.	0	0	1
54821	ERCC6L	.	0	0	1
375748	ERCC6L2	.	1	0	1
2069	EREG	.	0	1	1
2077	ERF	.	0	0	1
57222	ERGIC1	.	0	0	1
51290	ERGIC2	.	0	0	1
51614	ERGIC3	.	0	0	1
2079	ERH	.	0	0	1
112479	ERI2	.	0	0	1
79033	ERI3	.	0	0	1
157697	ERICH1	.	0	0	1
11160	ERLIN2	.	0	0	1
114625	ERMAP	.	0	0	1
79956	ERMP1	.	0	0	1
2081	ERN1	.	0	0	1
30001	ERO1A	.	0	0	1
56605	ERO1B	.	0	0	1
121506	ERP27	.	0	0	1
10961	ERP29	.	0	0	1
23071	ERP44	.	1	0	1
54206	ERRFI1	.	0	0	1
2086	ERV3-1	.	0	0	1
100862697	ERVK3-2	.	0	0	1
30816	ERVW-1	.	0	0	1
157570	ESCO2	.	0	0	1
2098	ESD	.	0	0	1
11082	ESM1	.	0	0	1
9700	ESPL1	.	1	1	1
2099	ESR1	.	1	1	1
2100	ESR2	.	0	0	1
80004	ESRP2	.	0	0	1
2101	ESRRA	.	0	0	1
23344	ESYT1	.	0	0	1
57488	ESYT2	.	0	0	1
2108	ETFA	.	0	0	1
254013	ETFBKMT	.	0	0	1
2110	ETFDH	.	0	0	1
144363	ETFRF1	.	0	0	1
23474	ETHE1	.	0	0	1
55500	ETNK1	.	0	0	1
64850	ETNPPL	.	0	0	1
2113	ETS1	.	0	0	1
2114	ETS2	.	0	0	1
2115	ETV1	.	0	0	1
2117	ETV3	.	0	0	1
2119	ETV5	.	0	0	1
54149	EURL	.	0	0	1
59271	EVA1C	.	0	0	1
2121	EVC	.	0	0	1
2123	EVI2A	.	0	0	1
2124	EVI2B	.	0	0	1
115704	EVI5L	.	0	0	1
51466	EVL	.	0	0	1
2130	EWSR1	.	0	0	1
9156	EXO1	.	0	0	1
55763	EXOC1	.	0	0	1
55770	EXOC2	.	0	0	1
11336	EXOC3	.	0	0	1
60412	EXOC4	.	0	0	1
10640	EXOC5	.	0	0	1
23265	EXOC7	.	0	0	1
9941	EXOG	.	0	0	1
51013	EXOSC1	.	0	0	1
5394	EXOSC10	.	0	0	1
23404	EXOSC2	.	0	0	1
51010	EXOSC3	.	0	0	1
54512	EXOSC4	.	0	0	1
118460	EXOSC6	.	0	0	1
23016	EXOSC7	.	0	0	1
11340	EXOSC8	.	0	0	1
5393	EXOSC9	.	0	0	1
23086	EXPH5	.	0	0	1
2131	EXT1	.	0	0	1
2132	EXT2	.	0	0	1
2139	EYA2	.	0	0	1
2070	EYA4	.	0	1	1
346007	EYS	.	0	0	1
2145	EZH1	.	0	0	1
2146	EZH2	.	0	0	1
7430	EZR	.	0	0	1
50848	F11R	.	1	0	1
2162	F13A1	.	0	0	1
2165	F13B	.	1	0	1
2147	F2	.	0	0	1
2149	F2R	.	0	0	1
2150	F2RL1	.	1	0	1
2152	F3	.	1	0	1
2153	F5	.	0	0	1
2157	F8	.	0	0	1
79152	FA2H	.	1	0	1
2166	FAAH	.	0	0	1
80233	FAAP100	.	0	0	1
199990	FAAP20	.	1	0	1
2168	FABP1	.	0	0	1
646486	FABP12	.	0	0	1
2169	FABP2	.	0	0	1
2170	FABP3	.	1	0	1
2167	FABP4	.	0	0	1
2171	FABP5	.	0	0	1
2172	FABP6	.	1	0	1
8772	FADD	.	1	0	1
3992	FADS1	.	1	0	1
9415	FADS2	.	0	0	1
11124	FAF1	.	0	0	1
23197	FAF2	.	0	0	1
2184	FAH	.	0	0	1
81889	FAHD1	.	0	0	1
51011	FAHD2A	.	0	0	1
55179	FAIM	.	0	0	1
144347	FAM101A	.	0	0	1
359845	FAM101B	.	0	0	1
399665	FAM102A	.	0	0	1
284611	FAM102B	.	0	0	1
84923	FAM104A	.	0	0	1
90736	FAM104B	.	0	0	1
83641	FAM107B	.	0	0	1
90362	FAM110B	.	0	0	1
642273	FAM110C	.	0	0	1
374393	FAM111B	.	0	0	1
92689	FAM114A1	.	0	0	1
81558	FAM117A	.	0	0	1
150864	FAM117B	.	0	0	1
79607	FAM118B	.	0	0	1
23196	FAM120A	.	0	0	1
158293	FAM120AOS	.	0	0	1
84498	FAM120B	.	0	0	1
116224	FAM122A	.	0	0	1
285172	FAM126B	.	0	0	1
116496	FAM129A	.	0	0	1
64855	FAM129B	.	0	0	1
131408	FAM131A	.	0	0	1
57579	FAM135A	.	0	0	1
84908	FAM136A	.	0	0	1
10144	FAM13A	.	0	0	1
51306	FAM13B	.	0	0	1
220965	FAM13C	.	0	0	1
25854	FAM149A	.	0	0	1
317662	FAM149B1	.	0	0	1
167555	FAM151B	.	0	0	1
285596	FAM153A	.	0	0	1
202134	FAM153B	.	0	0	1
653316	FAM153C	.	0	0	1
728215	FAM155A	.	0	0	1
727866	FAM156B	.	0	0	1
728262	FAM157A	.	0	0	1
100996541	FAM157C	.	0	0	1
57700	FAM160B1	.	0	0	1
64760	FAM160B2	.	0	1	1
84140	FAM161A	.	0	0	1
26355	FAM162A	.	0	0	1
148753	FAM163A	.	0	0	1
23201	FAM168A	.	0	0	1
130074	FAM168B	.	0	0	1
65990	FAM173A	.	0	0	1
23172	FAM175B	.	0	0	1
283635	FAM177A1	.	0	0	1
23116	FAM179B	.	0	0	1
440585	FAM183A	.	0	0	1
79632	FAM184A	.	0	0	1
23359	FAM189A1	.	0	0	1
9413	FAM189A2	.	0	0	1
80011	FAM192A	.	0	0	1
8603	FAM193A	.	0	0	1
54540	FAM193B	.	0	0	1
348262	FAM195B	.	0	0	1
642938	FAM196A	.	0	0	1
729085	FAM198A	.	0	0	1
338811	FAM19A2	.	0	0	1
25817	FAM19A5	.	0	0	1
158228	FAM201A	.	0	0	1
63877	FAM204A	.	0	0	1
54906	FAM208B	.	0	0	1
9917	FAM20B	.	0	0	1
56975	FAM20C	.	0	0	1
125228	FAM210A	.	0	0	1
116151	FAM210B	.	0	0	1
84293	FAM213A	.	0	0	1
29902	FAM216A	.	0	0	1
144809	FAM216B	.	0	0	1
152756	FAM218A	.	0	0	1
57184	FAM219B	.	0	0	1
84792	FAM220A	.	0	0	1
340277	FAM221A	.	0	0	1
55731	FAM222B	.	0	0	1
646851	FAM227A	.	0	0	1
375190	FAM228B	.	0	0	1
619208	FAM229B	.	0	0	1
219738	FAM241B	.	0	0	1
441168	FAM26F	.	0	0	1
100131997	FAM27E3	.	0	0	1
26017	FAM32A	.	0	0	1
10447	FAM3C	.	0	0	1
404636	FAM45A	.	0	0	1
55855	FAM45BP	.	0	0	1
55603	FAM46A	.	0	0	1
115572	FAM46B	.	0	0	1
81553	FAM49A	.	0	0	1
9130	FAM50A	.	0	0	1
152877	FAM53A	.	0	0	1
9679	FAM53B	.	0	0	1
51307	FAM53C	.	0	0	1
79850	FAM57A	.	0	0	1
58516	FAM60A	.	0	0	1
54478	FAM64A	.	0	0	1
9750	FAM65B	.	0	0	1
440078	FAM66C	.	0	0	1
100132923	FAM66D	.	0	0	1
84691	FAM71F1	.	0	0	1
554282	FAM72A	.	0	0	1
653820	FAM72B	.	0	0	1
728833	FAM72D	.	0	0	1
374986	FAM73A	.	0	0	1
199870	FAM76A	.	0	0	1
143684	FAM76B	.	0	0	1
286336	FAM78A	.	0	0	1
145773	FAM81A	.	0	0	1
81610	FAM83D	.	0	0	1
286077	FAM83H	.	1	0	1
151354	FAM84A	.	0	0	1
157638	FAM84B	.	0	0	1
619423	FAM85A	.	0	0	1
85002	FAM86B1	.	0	0	1
55199	FAM86C1	.	0	0	1
137392	FAM92A1	.	0	0	1
100289137	FAM95C	.	0	0	1
84191	FAM96A	.	0	0	1
25940	FAM98A	.	0	0	1
283742	FAM98B	.	0	0	1
147965	FAM98C	.	0	0	1
22909	FAN1	.	0	0	1
2187	FANCB	.	0	0	1
2176	FANCC	.	0	0	1
2177	FANCD2	.	0	0	1
2178	FANCE	.	0	0	1
2188	FANCF	.	0	0	1
2189	FANCG	.	0	0	1
55215	FANCI	.	0	0	1
55120	FANCL	.	0	1	1
57697	FANCM	.	0	0	1
92565	FANK1	.	0	0	1
84188	FAR1	.	0	0	1
55711	FAR2	.	0	0	1
10160	FARP1	.	0	0	1
9855	FARP2	.	0	0	1
10667	FARS2	.	0	0	1
2193	FARSA	.	0	0	1
10056	FARSB	.	1	0	1
355	FAS	.	0	0	1
2194	FASN	.	0	0	1
10922	FASTK	.	0	0	1
79072	FASTKD3	.	1	0	1
2195	FAT1	.	0	0	1
120114	FAT3	.	0	0	1
79633	FAT4	.	0	0	1
2197	FAU	.	0	0	1
85302	FBF1	.	0	0	1
54751	FBLIM1	.	0	0	1
345630	FBLL1	.	1	0	1
2192	FBLN1	.	0	0	1
2199	FBLN2	.	0	0	1
10516	FBLN5	.	1	0	1
2200	FBN1	.	0	0	1
2201	FBN2	.	1	0	1
84467	FBN3	.	0	0	1
2203	FBP1	.	0	0	1
8789	FBP2	.	0	0	1
57666	FBRSL1	.	0	0	1
79176	FBXL15	.	0	0	1
64839	FBXL17	.	0	0	1
25827	FBXL2	.	0	0	1
84961	FBXL20	.	0	0	1
26235	FBXL4	.	0	0	1
23194	FBXL7	.	0	0	1
26267	FBXO10	.	0	0	1
157574	FBXO16	.	0	0	1
115290	FBXO17	.	0	0	1
84893	FBXO18	.	0	0	1
26263	FBXO22	.	0	0	1
26261	FBXO24	.	0	0	1
26260	FBXO25	.	0	0	1
84085	FBXO30	.	0	0	1
79791	FBXO31	.	0	0	1
114907	FBXO32	.	0	0	1
130888	FBXO36	.	0	0	1
81545	FBXO38	.	0	0	1
26272	FBXO4	.	0	0	1
150726	FBXO41	.	0	0	1
54455	FBXO42	.	0	0	1
286151	FBXO43	.	1	0	1
93611	FBXO44	.	0	0	1
200933	FBXO45	.	0	0	1
23403	FBXO46	.	0	0	1
26271	FBXO5	.	1	0	1
26269	FBXO8	.	0	0	1
26268	FBXO9	.	0	0	1
6468	FBXW4	.	0	0	1
54461	FBXW5	.	0	0	1
2207	FCER1G	.	0	0	1
51077	FCF1	.	1	0	1
2209	FCGR1A	.	1	0	1
2210	FCGR1B	.	1	0	1
100132417	FCGR1CP	.	0	0	1
2212	FCGR2A	.	0	0	1
2213	FCGR2B	.	0	0	1
2215	FCGR3B	.	0	0	1
115548	FCHO2	.	0	0	1
89848	FCHSD1	.	0	0	1
9873	FCHSD2	.	0	0	1
9214	FCMR	.	0	0	1
2220	FCN2	.	0	0	1
115350	FCRL1	.	0	0	1
2222	FDFT1	.	0	0	1
2224	FDPS	.	0	0	1
2230	FDX1	.	0	0	1
112812	FDX1L	.	0	0	1
2231	FDX1P1	.	1	0	1
55527	FEM1A	.	1	0	1
10116	FEM1B	.	1	0	1
56929	FEM1C	.	0	0	1
2237	FEN1	.	0	0	1
2241	FER	.	0	0	1
55612	FERMT1	.	0	0	1
10979	FERMT2	.	0	0	1
26998	FETUB	.	0	0	1
9638	FEZ1	.	0	0	1
9637	FEZ2	.	0	0	1
2243	FGA	.	0	0	1
2244	FGB	.	0	0	1
221472	FGD2	.	0	0	1
121512	FGD4	.	0	0	1
55785	FGD6	.	0	0	1
2246	FGF1	.	0	0	1
2256	FGF11	.	0	0	1
2257	FGF12	.	1	0	1
2258	FGF13	.	0	0	1
2259	FGF14	.	1	0	1
8817	FGF18	.	1	0	1
9965	FGF19	.	1	0	1
2247	FGF2	.	0	0	1
2252	FGF7	.	0	0	1
394217	FGF7P2	.	0	0	1
654466	FGF7P3	.	0	0	1
2254	FGF9	.	0	1	1
2260	FGFR1	.	0	0	1
26127	FGFR1OP2	.	0	1	1
2263	FGFR2	.	0	0	1
2264	FGFR4	.	1	0	1
2266	FGG	.	0	0	1
10875	FGL2	.	0	0	1
2268	FGR	.	0	0	1
2271	FH	.	0	0	1
85462	FHDC1	.	0	0	1
2272	FHIT	.	0	0	1
2273	FHL1	.	0	0	1
2274	FHL2	.	0	0	1
29109	FHOD1	.	0	0	1
387758	FIBIN	.	0	0	1
9158	FIBP	.	0	0	1
11153	FICD	.	0	0	1
9896	FIG4	.	0	0	1
11259	FILIP1L	.	0	0	1
81608	FIP1L1	.	0	0	1
24147	FJX1	.	0	0	1
60681	FKBP10	.	0	0	1
51303	FKBP11	.	0	0	1
55033	FKBP14	.	0	0	1
2286	FKBP2	.	0	0	1
2287	FKBP3	.	1	0	1
2288	FKBP4	.	0	0	1
2289	FKBP5	.	0	0	1
51661	FKBP7	.	0	0	1
79147	FKRP	.	0	0	1
400949	FKSG49	.	0	0	1
201163	FLCN	.	0	0	1
55056	FLJ10038	.	0	0	1
440101	FLJ12825	.	0	0	1
90024	FLJ20021	.	0	0	1
285736	FLJ35700	.	0	0	1
401166	FLJ44896	.	1	1	1
2316	FLNA	.	0	0	1
2317	FLNB	.	0	0	1
2318	FLNC	.	0	0	1
10211	FLOT1	.	0	0	1
23769	FLRT1	.	0	0	1
23768	FLRT2	.	0	1	1
23767	FLRT3	.	1	1	1
2321	FLT1	.	1	0	1
2324	FLT4	.	1	0	1
28982	FLVCR1	.	0	0	1
55640	FLVCR2	.	0	0	1
84256	FLYWCH1	.	0	0	1
114984	FLYWCH2	.	0	0	1
56776	FMN2	.	0	0	1
114793	FMNL2	.	0	0	1
2327	FMO2	.	0	0	1
2329	FMO4	.	0	0	1
2331	FMOD	.	1	0	1
2332	FMR1	.	1	0	1
2335	FN1	.	0	0	1
23048	FNBP1	.	0	0	1
54874	FNBP1L	.	0	0	1
23360	FNBP4	.	0	0	1
64778	FNDC3B	.	0	0	1
64838	FNDC4	.	0	0	1
252995	FNDC5	.	0	0	1
96459	FNIP1	.	0	0	1
57600	FNIP2	.	0	0	1
2339	FNTA	.	0	1	1
54914	FOCAD	.	0	0	1
2346	FOLH1	.	0	0	1
2348	FOLR1	.	0	0	1
123811	FOPNL	.	1	1	1
2353	FOS	.	0	0	1
2354	FOSB	.	0	0	1
8061	FOSL1	.	0	0	1
2355	FOSL2	.	0	1	1
3170	FOXA2	.	0	0	1
2296	FOXC1	.	0	0	1
2303	FOXC2	.	0	0	1
2290	FOXG1	.	0	0	1
22887	FOXJ3	.	0	0	1
221937	FOXK1	.	0	0	1
3607	FOXK2	.	0	1	1
668	FOXL2	.	0	0	1
2305	FOXM1	.	0	0	1
3344	FOXN2	.	0	0	1
1112	FOXN3	.	1	0	1
2308	FOXO1	.	1	0	1
2309	FOXO3	.	0	0	1
2310	FOXO3B	.	0	0	1
4303	FOXO4	.	0	0	1
27086	FOXP1	.	0	0	1
93986	FOXP2	.	1	0	1
50943	FOXP3	.	0	0	1
116113	FOXP4	.	0	0	1
80020	FOXRED2	.	0	0	1
8790	FPGT	.	0	0	1
2357	FPR1	.	0	0	1
2358	FPR2	.	0	0	1
80144	FRAS1	.	0	0	1
2477	FRAXA	.	0	0	1
158326	FREM1	.	0	0	1
2483	FRG1	.	0	0	1
642236	FRG1JP	.	0	0	1
257019	FRMD3	.	0	1	1
55691	FRMD4A	.	0	0	1
23150	FRMD4B	.	0	0	1
122786	FRMD6	.	0	0	1
9758	FRMPD4	.	0	0	1
10818	FRS2	.	0	0	1
10129	FRY	.	0	0	1
100861412	FSBP	.	0	0	1
6624	FSCN1	.	0	0	1
83856	FSD1L	.	1	1	1
2488	FSHB	.	1	1	1
2492	FSHR	.	1	0	1
10468	FST	.	0	0	1
11167	FSTL1	.	0	0	1
23105	FSTL4	.	0	0	1
2495	FTH1	.	0	0	1
2509	FTH1P5	.	0	0	1
2512	FTL	.	1	0	1
79068	FTO	.	0	0	1
8880	FUBP1	.	0	0	1
2517	FUCA1	.	0	0	1
2519	FUCA2	.	0	0	1
139341	FUNDC1	.	0	0	1
65991	FUNDC2	.	0	0	1
282969	FUOM	.	0	0	1
5045	FURIN	.	0	0	1
2521	FUS	.	0	0	1
2523	FUT1	.	0	0	1
170384	FUT11	.	0	0	1
2524	FUT2	.	0	0	1
2526	FUT4	.	1	0	1
2529	FUT7	.	0	1	1
2530	FUT8	.	0	0	1
2395	FXN	.	0	0	1
8087	FXR1	.	0	0	1
5348	FXYD1	.	0	0	1
53828	FXYD4	.	0	0	1
2533	FYB	.	0	0	1
2534	FYN	.	1	0	1
7976	FZD3	.	0	0	1
8322	FZD4	.	0	0	1
7855	FZD5	.	0	0	1
8323	FZD6	.	0	0	1
8324	FZD7	.	0	0	1
8325	FZD8	.	0	0	1
51343	FZR1	.	0	0	1
50486	G0S2	.	0	0	1
55632	G2E3	.	0	0	1
10146	G3BP1	.	0	0	1
9908	G3BP2	.	1	0	1
2538	G6PC	.	0	0	1
92579	G6PC3	.	0	0	1
2539	G6PD	.	0	0	1
2548	GAA	.	1	0	1
2549	GAB1	.	0	0	1
139716	GAB3	.	1	0	1
11337	GABARAP	.	0	0	1
23710	GABARAPL1	.	0	0	1
11345	GABARAPL2	.	0	0	1
2550	GABBR1	.	0	0	1
9568	GABBR2	.	0	0	1
2551	GABPA	.	0	0	1
2553	GABPB1	.	0	0	1
126626	GABPB2	.	0	0	1
2558	GABRA5	.	0	0	1
2568	GABRP	.	0	0	1
2571	GAD1	.	0	0	1
1647	GADD45A	.	0	0	1
4616	GADD45B	.	0	0	1
10912	GADD45G	.	0	0	1
90480	GADD45GIP1	.	0	0	1
100128236	GAFA3	.	0	0	1
100008586	GAGE12F	.	0	0	1
51083	GAL	.	0	0	1
2581	GALC	.	0	0	1
2582	GALE	.	0	0	1
2585	GALK2	.	0	0	1
2588	GALNS	.	0	0	1
2589	GALNT1	.	0	0	1
55568	GALNT10	.	0	0	1
79623	GALNT14	.	0	0	1
117248	GALNT15	.	0	0	1
57452	GALNT16	.	0	0	1
2590	GALNT2	.	0	0	1
8693	GALNT4	.	0	0	1
11227	GALNT5	.	0	0	1
51809	GALNT7	.	0	1	1
2592	GALT	.	0	0	1
23193	GANAB	.	0	0	1
2595	GANC	.	0	0	1
2596	GAP43	.	1	0	1
2597	GAPDH	.	0	0	1
54433	GAR1	.	0	0	1
64762	GAREM1	.	0	0	1
2617	GARS	.	0	0	1
2618	GART	.	0	0	1
2619	GAS1	.	0	0	1
283431	GAS2L3	.	1	0	1
60674	GAS5	.	0	0	1
2621	GAS6	.	0	0	1
650669	GAS6-AS1	.	0	0	1
8522	GAS7	.	0	0	1
2622	GAS8	.	1	1	1
2626	GATA4	.	1	1	1
2627	GATA6	.	0	0	1
100128893	GATA6-AS1	.	0	0	1
57798	GATAD1	.	0	0	1
54815	GATAD2A	.	0	0	1
5188	GATB	.	0	0	1
283459	GATC	.	0	0	1
2628	GATM	.	0	0	1
57704	GBA2	.	0	0	1
2632	GBE1	.	0	0	1
8729	GBF1	.	0	0	1
2633	GBP1	.	0	0	1
400759	GBP1P1	.	0	0	1
2634	GBP2	.	0	0	1
2635	GBP3	.	0	0	1
163351	GBP6	.	1	0	1
2638	GC	.	0	0	1
25801	GCA	.	0	0	1
6936	GCFC2	.	1	0	1
2641	GCG	.	0	0	1
2644	GCHFR	.	0	0	1
2729	GCLC	.	0	0	1
2730	GCLM	.	0	0	1
10985	GCN1	.	0	0	1
2651	GCNT2	.	0	0	1
9245	GCNT3	.	0	1	1
2653	GCSH	.	0	0	1
54332	GDAP1	.	0	0	1
54834	GDAP2	.	1	0	1
51573	GDE1	.	0	0	1
10220	GDF11	.	0	0	1
9518	GDF15	.	0	0	1
8200	GDF5	.	1	1	1
2661	GDF9	.	0	0	1
2664	GDI1	.	0	0	1
2665	GDI2	.	0	0	1
2669	GEM	.	0	0	1
8487	GEMIN2	.	0	0	1
50628	GEMIN4	.	0	0	1
25929	GEMIN5	.	0	0	1
79833	GEMIN6	.	0	0	1
54960	GEMIN8	.	0	0	1
2671	GFER	.	0	0	1
2672	GFI1	.	0	0	1
85476	GFM1	.	0	0	1
2673	GFPT1	.	0	0	1
26088	GGA1	.	0	0	1
23062	GGA2	.	0	0	1
87769	GGACT	.	0	0	1
79017	GGCT	.	0	0	1
2677	GGCX	.	0	0	1
8836	GGH	.	0	0	1
2686	GGT7	.	1	0	1
2688	GH1	.	0	0	1
27069	GHITM	.	1	0	1
2690	GHR	.	0	0	1
2691	GHRH	.	1	0	1
51738	GHRL	.	0	0	1
2693	GHSR	.	0	0	1
54994	GID8	.	0	0	1
26058	GIGYF2	.	0	0	1
116254	GINM1	.	0	0	1
9837	GINS1	.	0	0	1
51659	GINS2	.	0	0	1
64785	GINS3	.	0	0	1
84296	GINS4	.	1	0	1
2695	GIP	.	0	0	1
28964	GIT1	.	0	0	1
9815	GIT2	.	0	1	1
2697	GJA1	.	0	0	1
2701	GJA4	.	0	0	1
2702	GJA5	.	0	0	1
10052	GJC1	.	0	0	1
2710	GK	.	0	0	1
2713	GK3P	.	0	0	1
256356	GK5	.	0	0	1
80318	GKAP1	.	0	1	1
2720	GLB1	.	0	0	1
79411	GLB1L	.	0	0	1
89944	GLB1L2	.	0	0	1
113263	GLCCI1	.	0	0	1
26035	GLCE	.	0	0	1
342035	GLDN	.	0	0	1
2734	GLG1	.	0	1	1
2736	GLI2	.	0	1	1
2737	GLI3	.	0	0	1
389741	GLIDR	.	1	0	1
11010	GLIPR1	.	0	0	1
152007	GLIPR2	.	0	0	1
169792	GLIS3	.	0	0	1
11146	GLMN	.	0	0	1
112770	GLMP	.	0	0	1
2739	GLO1	.	1	0	1
2740	GLP1R	.	0	0	1
2742	GLRA2	.	0	0	1
2743	GLRB	.	0	0	1
2745	GLRX	.	0	0	1
51022	GLRX2	.	0	0	1
10539	GLRX3	.	0	0	1
51218	GLRX5	.	0	0	1
2744	GLS	.	0	0	1
144423	GLT1D1	.	0	0	1
55830	GLT8D1	.	0	0	1
51228	GLTP	.	1	0	1
29997	GLTSCR2	.	0	0	1
2747	GLUD2	.	0	0	1
84656	GLYR1	.	0	0	1
2760	GM2A	.	0	0	1
64395	GMCL1	.	0	0	1
2762	GMDS	.	0	0	1
10691	GMEB1	.	0	0	1
9535	GMFG	.	0	0	1
51053	GMNN	.	0	0	1
29925	GMPPB	.	0	0	1
2766	GMPR	.	0	0	1
8833	GMPS	.	0	0	1
2767	GNA11	.	0	0	1
2768	GNA12	.	0	0	1
2770	GNAI1	.	0	0	1
2771	GNAI2	.	0	0	1
2773	GNAI3	.	1	0	1
2776	GNAQ	.	1	1	1
2778	GNAS	.	0	0	1
2782	GNB1	.	0	1	1
2783	GNB2	.	1	0	1
2784	GNB3	.	0	0	1
59345	GNB4	.	0	1	1
10020	GNE	.	0	0	1
2791	GNG11	.	0	0	1
54331	GNG2	.	0	0	1
2786	GNG4	.	0	0	1
2787	GNG5	.	0	0	1
2788	GNG7	.	0	0	1
2794	GNL1	.	0	0	1
26354	GNL3	.	0	0	1
54552	GNL3L	.	0	0	1
8443	GNPAT	.	0	0	1
10007	GNPDA1	.	0	0	1
79158	GNPTAB	.	0	0	1
84572	GNPTG	.	0	1	1
2796	GNRH1	.	1	1	1
2798	GNRHR	.	0	1	1
2799	GNS	.	0	0	1
2800	GOLGA1	.	0	0	1
2801	GOLGA2	.	0	0	1
80154	GOLGA2P10	.	0	0	1
2803	GOLGA4	.	0	0	1
9950	GOLGA5	.	0	0	1
23015	GOLGA8A	.	0	0	1
440270	GOLGA8B	.	0	0	1
283796	GOLGA8IP	.	0	0	1
27333	GOLIM4	.	0	0	1
51280	GOLM1	.	0	0	1
51026	GOLT1B	.	0	0	1
54856	GON4L	.	0	0	1
57120	GOPC	.	0	0	1
9570	GOSR2	.	0	0	1
2805	GOT1	.	0	0	1
2806	GOT2	.	1	0	1
2812	GP1BB	.	0	0	1
55425	GPALPP1	.	0	0	1
57678	GPAM	.	0	0	1
84803	GPAT3	.	0	0	1
137964	GPAT4	.	0	0	1
55105	GPATCH2	.	0	0	1
55668	GPATCH2L	.	0	0	1
54865	GPATCH4	.	0	0	1
23131	GPATCH8	.	0	0	1
65056	GPBP1	.	0	0	1
60313	GPBP1L1	.	0	0	1
2817	GPC1	.	0	0	1
221914	GPC2	.	0	0	1
2239	GPC4	.	0	0	1
2262	GPC5	.	0	0	1
10082	GPC6	.	0	1	1
2820	GPD2	.	0	0	1
2852	GPER1	.	0	0	1
10243	GPHN	.	0	0	1
2821	GPI	.	0	0	1
2822	GPLD1	.	0	0	1
2824	GPM6B	.	0	0	1
51184	GPN3	.	0	0	1
10457	GPNMB	.	0	0	1
56927	GPR108	.	0	0	1
422061	GPR116	.	0	0	1
7107	GPR137B	.	0	0	1
115330	GPR146	.	0	0	1
80045	GPR157	.	0	0	1
57512	GPR158	.	0	0	1
26996	GPR160	.	0	1	1
23432	GPR161	.	0	0	1
11245	GPR176	.	0	0	1
160897	GPR180	.	0	0	1
1880	GPR183	.	0	0	1
2850	GPR27	.	0	0	1
2854	GPR32	.	0	0	1
2857	GPR34	.	0	0	1
2861	GPR37	.	0	0	1
2863	GPR39	.	0	0	1
81491	GPR63	.	0	0	1
653519	GPR89A	.	0	0	1
51463	GPR89B	.	0	0	1
84059	GPR98	.	0	0	1
114928	GPRASP2	.	0	0	1
9052	GPRC5A	.	0	0	1
51704	GPRC5B	.	0	0	1
55890	GPRC5C	.	0	0	1
2874	GPS2	.	0	0	1
26086	GPSM1	.	0	0	1
29899	GPSM2	.	0	0	1
63940	GPSM3	.	1	0	1
2875	GPT	.	0	0	1
84706	GPT2	.	1	0	1
2876	GPX1	.	1	0	1
2878	GPX3	.	0	0	1
2879	GPX4	.	0	0	1
2882	GPX7	.	0	0	1
493869	GPX8	.	0	0	1
57655	GRAMD1A	.	0	0	1
57476	GRAMD1B	.	0	0	1
196996	GRAMD2A	.	0	0	1
65983	GRAMD2B	.	0	1	1
2887	GRB10	.	0	0	1
2888	GRB14	.	0	0	1
2885	GRB2	.	1	0	1
9687	GREB1	.	0	0	1
80000	GREB1L	.	1	0	1
26585	GREM1	.	1	0	1
64388	GREM2	.	0	0	1
29841	GRHL1	.	0	0	1
9380	GRHPR	.	0	0	1
2893	GRIA4	.	0	0	1
2903	GRIN2A	.	0	0	1
2907	GRINA	.	0	0	1
157	GRK3	.	0	0	1
2869	GRK5	.	0	0	1
2870	GRK6	.	0	0	1
2913	GRM3	.	0	0	1
2916	GRM6	.	0	0	1
2918	GRM8	.	0	0	1
2896	GRN	.	0	0	1
80273	GRPEL1	.	0	0	1
134266	GRPEL2	.	0	0	1
2926	GRSF1	.	0	0	1
79774	GRTP1	.	0	0	1
54103	GSAP	.	0	0	1
284110	GSDMA	.	0	0	1
55876	GSDMB	.	0	0	1
79792	GSDMD	.	0	0	1
23199	GSE1	.	0	0	1
83445	GSG1	.	0	0	1
83903	GSG2	.	1	0	1
2932	GSK3B	.	0	0	1
51527	GSKIP	.	0	0	1
2934	GSN	.	0	0	1
2935	GSPT1	.	0	0	1
2936	GSR	.	0	0	1
2937	GSS	.	0	0	1
2938	GSTA1	.	0	0	1
2941	GSTA4	.	0	0	1
79807	GSTCD	.	1	0	1
373156	GSTK1	.	1	0	1
2944	GSTM1	.	0	0	1
2946	GSTM2	.	0	0	1
2947	GSTM3	.	0	0	1
2948	GSTM4	.	0	0	1
